image_path,text,group,text_id
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (60).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (61).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (61).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (62).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (62).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (63).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (63).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (64).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (64).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (65).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (65).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (66).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (66).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (67).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (67).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (68).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (68).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (69).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (69).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (70).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (70).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (71).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (71).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (72).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (72).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (73).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (73).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (74).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (74).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (75).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (75).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (76).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (76).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (77).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (77).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (78).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (78).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (79).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (79).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (80).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (80).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (81).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (81).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (82).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (82).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (83).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (83).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (84).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (84).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (85).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (85).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (86).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (86).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (87).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (87).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (88).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (88).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (89).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (89).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (90).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (90).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (91).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (91).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (92).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (92).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (93).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (93).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (94).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (94).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (95).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (95).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (96).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (96).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (97).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (97).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (98).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (98).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (99).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (99).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (100).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (100).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (101).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (101).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (102).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (102).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (103).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (103).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (104).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (104).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (105).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (105).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (106).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (106).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (107).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (107).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (108).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (108).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (109).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (109).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (110).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (110).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (111).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (111).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (112).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (112).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (113).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (113).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (114).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (114).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (115).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (115).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (116).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (116).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (117).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (117).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (118).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (118).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (119).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (119).jpg,Baju itu baru dibeli oleh emak.,LPD,1
