filename,text,status
PD_73_t1_l1.png,Baju itu Baru dibeli oleh emak,ok
PD_74_t2_l1.png,Burung itu berada di dalam,ok
PD_74_t2_l2.png,sangkar sangkar baru itu Milik,ok
PD_75_t3_l1.png,Saya suka bermain pada waktu,ok
PD_75_t3_l2.png,,skipped
PD_75_t3_l3.png,ayah saya Roda basikal saya,ok
PD_75_t3_l4.png,berwarna hijau dan putih.,ok
PD_76_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_77_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
PD_77_t2_l2.png,baru itu milik bapa.,ok
PD_78_t3_l1.png,Saya suka bermain basikal Pada waktu laPang.,ok
PD_78_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal,ok
PD_78_t3_l3.png,saya berwarna hijau dan putih,ok
PD_79_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_7_t1_l1.png,Baju baru dibeli oleh emak.,ok
PD_80_t2_l1.png,,skipped
PD_80_t2_l2.png,sangkar. baru itu milik bapa.,ok
PD_81_t3_l1.png,,skipped
PD_81_t3_l2.png,pada waktu lapang. Basikal,ok
PD_81_t3_l3.png,itu dibeli oleh ayah saya. Roda,ok
PD_81_t3_l4.png,,skipped
PD_82_t1_l1.png,Baju itu baru dibeli oleh emaK.,ok
PD_83_t2_l1.png,Burung itu berada di dalam,ok
PD_83_t2_l2.png,sangkar. Sangkar baru itu milik bapa.,ok
PD_84_t3_l1.png,,skipped
PD_84_t3_l2.png,itu dibeli oleh aya saya. berwarna hijau,ok
PD_84_t3_l3.png,dan putih,ok
PD_85_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_86_t2_l1.png,,skipped
PD_86_t2_l2.png,baru itu milik bapa.,ok
PD_87_t3_l1.png,Saya suka bermain basikal pada waktu,ok
PD_87_t3_l2.png,,skipped
PD_87_t3_l3.png,,skipped
PD_88_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_89_t2_l1.png,Burung itu berada di dalam sangkar baru,ok
PD_89_t2_l2.png,itu milik bapa,ok
PD_8_t2_l1.png,Burung berada dalam sangkar itu milik,ok
PD_90_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
PD_90_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda,ok
PD_90_t3_l3.png,basikal saya berwarna hijau dan putih,ok
PD_91_t1_l1.png,baju itu baru dibeli oleh emak.,ok
PD_92_t2_l1.png,burung itu berada di dalam sangkar.,ok
PD_92_t2_l2.png,Sangkar baru itu milik bapa.,ok
PD_93_t3_l1.png,Saya suka bermain basikal pada,ok
PD_93_t3_l2.png,waktu lapang. Basikal itu dibeli,ok
PD_93_t3_l3.png,oleh ayah saya. Roda basikal saya,ok
PD_93_t3_l4.png,berwarna hijau dan putih.,ok
PD_94_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_95_t2_l1.png,Burung itu berada di dalam sangkar,ok
PD_95_t2_l2.png,Sangkar baru milik bapa.,ok
PD_96_t3_l1.png,Saya suka bermain basikal pada,ok
PD_96_t3_l2.png,waktu lapang. Basikal itu dibeli,ok
PD_96_t3_l3.png,oleh ayah saya. Roda basikal saya,ok
PD_96_t3_l4.png,berwarna hijau dan putih.,ok
PD_97_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_98_t2_l1.png,,skipped
PD_98_t2_l2.png,milik bapa.,ok
PD_99_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
PD_99_t3_l2.png,itu dibeli oleh ayah saya Roda basikal saya,ok
PD_99_t3_l3.png,berwarna hijau dan putih.,ok
PD_9_t3_l1.png,,skipped
PD_9_t3_l2.png,oleh ayah saya. Roda basikal sya berwarna,ok
