dataset,source_dataset,preprocessing_variant,auto_invert,sample_id,image_key,image_path,relative_image_path,group,image_number,reference_source,text_id,line_id,reference,csv_candidate_count,annotation_status
malaysian_auto_invert,malaysian,auto_invert,True,LPD_135_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l1.png,malaysian_manual_lines — kopia\LPD_135_t3_l1.png,LPD,135,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_135_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l2.png,malaysian_manual_lines — kopia\LPD_135_t3_l2.png,LPD,135,manual_lines_annotations,3,2.0,lapang Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_135_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l3.png,malaysian_manual_lines — kopia\LPD_135_t3_l3.png,LPD,135,manual_lines_annotations,3,3.0,oleh ayah saya. Roda basikal saya berwarna hijau,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_135_t3_l4_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l4.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_135_t3_l4.png,malaysian_manual_lines — kopia\LPD_135_t3_l4.png,LPD,135,manual_lines_annotations,3,4.0,dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_100_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_100_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_100_t1_l1.png,malaysian_manual_lines — kopia\PD_100_t1_l1.png,PD,100,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_101_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_101_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_101_t2_l1.png,malaysian_manual_lines — kopia\PD_101_t2_l1.png,PD,101,manual_lines_annotations,2,1.0,Burung itu berada di dalam,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_101_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_101_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_101_t2_l2.png,malaysian_manual_lines — kopia\PD_101_t2_l2.png,PD,101,manual_lines_annotations,2,2.0,sangkar. Sangkar baru itu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_101_t2_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_101_t2_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_101_t2_l3.png,malaysian_manual_lines — kopia\PD_101_t2_l3.png,PD,101,manual_lines_annotations,2,3.0,milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_102_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l1.png,malaysian_manual_lines — kopia\PD_102_t3_l1.png,PD,102,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_102_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l2.png,malaysian_manual_lines — kopia\PD_102_t3_l2.png,PD,102,manual_lines_annotations,3,2.0,waktu lapang. Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_102_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l3.png,malaysian_manual_lines — kopia\PD_102_t3_l3.png,PD,102,manual_lines_annotations,3,3.0,oleh ayah saya. Roda basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_102_t3_l4_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l4.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_102_t3_l4.png,malaysian_manual_lines — kopia\PD_102_t3_l4.png,PD,102,manual_lines_annotations,3,4.0,saya berwarna hijau dan putih,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_103_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_103_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_103_t1_l1.png,malaysian_manual_lines — kopia\PD_103_t1_l1.png,PD,103,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_104_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_104_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_104_t2_l1.png,malaysian_manual_lines — kopia\PD_104_t2_l1.png,PD,104,manual_lines_annotations,2,1.0,burung itu berada di dalam sangkar.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_104_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_104_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_104_t2_l2.png,malaysian_manual_lines — kopia\PD_104_t2_l2.png,PD,104,manual_lines_annotations,2,2.0,sangkar baru itu milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_105_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_105_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_105_t3_l1.png,malaysian_manual_lines — kopia\PD_105_t3_l1.png,PD,105,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_105_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_105_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_105_t3_l2.png,malaysian_manual_lines — kopia\PD_105_t3_l2.png,PD,105,manual_lines_annotations,3,2.0,waktu lapang - Basikal itu dibeli ol,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_106_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_106_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_106_t1_l1.png,malaysian_manual_lines — kopia\PD_106_t1_l1.png,PD,106,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_107_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_107_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_107_t2_l1.png,malaysian_manual_lines — kopia\PD_107_t2_l1.png,PD,107,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar baru itu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_107_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_107_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_107_t2_l2.png,malaysian_manual_lines — kopia\PD_107_t2_l2.png,PD,107,manual_lines_annotations,2,2.0,milik bapa,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_108_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_108_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_108_t3_l1.png,malaysian_manual_lines — kopia\PD_108_t3_l1.png,PD,108,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_108_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_108_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_108_t3_l2.png,malaysian_manual_lines — kopia\PD_108_t3_l2.png,PD,108,manual_lines_annotations,3,2.0,apang. Basikal itu dibeli oleh a,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_108_t3_l4_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_108_t3_l4.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_108_t3_l4.png,malaysian_manual_lines — kopia\PD_108_t3_l4.png,PD,108,manual_lines_annotations,3,4.0,arna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_109_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_109_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_109_t1_l1.png,malaysian_manual_lines — kopia\PD_109_t1_l1.png,PD,109,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_10_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_10_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_10_t1_l1.png,malaysian_manual_lines — kopia\PD_10_t1_l1.png,PD,10,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_110_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_110_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_110_t2_l1.png,malaysian_manual_lines — kopia\PD_110_t2_l1.png,PD,110,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_110_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_110_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_110_t2_l2.png,malaysian_manual_lines — kopia\PD_110_t2_l2.png,PD,110,manual_lines_annotations,2,2.0,Sangkar baru itu milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_111_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_111_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_111_t3_l1.png,malaysian_manual_lines — kopia\PD_111_t3_l1.png,PD,111,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_111_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_111_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_111_t3_l2.png,malaysian_manual_lines — kopia\PD_111_t3_l2.png,PD,111,manual_lines_annotations,3,2.0,lapang. Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_112_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_112_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_112_t1_l1.png,malaysian_manual_lines — kopia\PD_112_t1_l1.png,PD,112,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_112_t1_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_112_t1_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_112_t1_l2.png,malaysian_manual_lines — kopia\PD_112_t1_l2.png,PD,112,manual_lines_annotations,1,2.0,emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_113_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_113_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_113_t2_l1.png,malaysian_manual_lines — kopia\PD_113_t2_l1.png,PD,113,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_113_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_113_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_113_t2_l2.png,malaysian_manual_lines — kopia\PD_113_t2_l2.png,PD,113,manual_lines_annotations,2,2.0,Sangkar baru itu milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_114_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l1.png,malaysian_manual_lines — kopia\PD_114_t3_l1.png,PD,114,manual_lines_annotations,3,1.0,Saya suk bermain basikal waktu lapang.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_114_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l2.png,malaysian_manual_lines — kopia\PD_114_t3_l2.png,PD,114,manual_lines_annotations,3,2.0,Basikal itu dibeli oleh ayah saya.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_114_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l3.png,malaysian_manual_lines — kopia\PD_114_t3_l3.png,PD,114,manual_lines_annotations,3,3.0,Roda basikal saya berwarna hijau,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_114_t3_l4_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l4.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_114_t3_l4.png,malaysian_manual_lines — kopia\PD_114_t3_l4.png,PD,114,manual_lines_annotations,3,4.0,dan putih,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_11_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_11_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_11_t2_l1.png,malaysian_manual_lines — kopia\PD_11_t2_l1.png,PD,11,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_11_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_11_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_11_t2_l2.png,malaysian_manual_lines — kopia\PD_11_t2_l2.png,PD,11,manual_lines_annotations,2,2.0,bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_12_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_12_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_12_t3_l1.png,malaysian_manual_lines — kopia\PD_12_t3_l1.png,PD,12,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_12_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_12_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_12_t3_l2.png,malaysian_manual_lines — kopia\PD_12_t3_l2.png,PD,12,manual_lines_annotations,3,2.0,itu dibeli oleh saya roda basikal sa,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_13_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_13_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_13_t1_l1.png,malaysian_manual_lines — kopia\PD_13_t1_l1.png,PD,13,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_14_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_14_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_14_t2_l1.png,malaysian_manual_lines — kopia\PD_14_t2_l1.png,PD,14,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar baru itu milk bapa,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_16_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_16_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_16_t1_l1.png,malaysian_manual_lines — kopia\PD_16_t1_l1.png,PD,16,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_1_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_1_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_1_t1_l1.png,malaysian_manual_lines — kopia\PD_1_t1_l1.png,PD,1,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_21_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_21_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_21_t3_l2.png,malaysian_manual_lines — kopia\PD_21_t3_l2.png,PD,21,manual_lines_annotations,3,2.0,olh ayah saya. Roda basikal saya be,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_22_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_22_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_22_t1_l1.png,malaysian_manual_lines — kopia\PD_22_t1_l1.png,PD,22,manual_lines_annotations,1,1.0,Baju itu dibeli oleh emk.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_23_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_23_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_23_t2_l1.png,malaysian_manual_lines — kopia\PD_23_t2_l1.png,PD,23,manual_lines_annotations,2,1.0,Burung itu di dalam sangkar baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_24_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_24_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_24_t3_l1.png,malaysian_manual_lines — kopia\PD_24_t3_l1.png,PD,24,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_24_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_24_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_24_t3_l2.png,malaysian_manual_lines — kopia\PD_24_t3_l2.png,PD,24,manual_lines_annotations,3,2.0,oleh ayah saya. Roda berwarna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_25_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_25_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_25_t1_l1.png,malaysian_manual_lines — kopia\PD_25_t1_l1.png,PD,25,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_26_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_26_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_26_t2_l1.png,malaysian_manual_lines — kopia\PD_26_t2_l1.png,PD,26,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar sangkar,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_26_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_26_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_26_t2_l2.png,malaysian_manual_lines — kopia\PD_26_t2_l2.png,PD,26,manual_lines_annotations,2,2.0,baru itu milik bapa,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_27_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l1.png,malaysian_manual_lines — kopia\PD_27_t3_l1.png,PD,27,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada wktu lapang,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_27_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l2.png,malaysian_manual_lines — kopia\PD_27_t3_l2.png,PD,27,manual_lines_annotations,3,2.0,Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_27_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l3.png,malaysian_manual_lines — kopia\PD_27_t3_l3.png,PD,27,manual_lines_annotations,3,3.0,oleh ayah saya. Roda basikal berwarna,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_27_t3_l4_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l4.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_27_t3_l4.png,malaysian_manual_lines — kopia\PD_27_t3_l4.png,PD,27,manual_lines_annotations,3,4.0,hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_2_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_2_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_2_t2_l1.png,malaysian_manual_lines — kopia\PD_2_t2_l1.png,PD,2,manual_lines_annotations,2,1.0,Burung itu berada di dalam,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_2_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_2_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_2_t2_l2.png,malaysian_manual_lines — kopia\PD_2_t2_l2.png,PD,2,manual_lines_annotations,2,2.0,sankar. Sangkar baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_2_t2_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_2_t2_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_2_t2_l3.png,malaysian_manual_lines — kopia\PD_2_t2_l3.png,PD,2,manual_lines_annotations,2,3.0,bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_31_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_31_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_31_t1_l1.png,malaysian_manual_lines — kopia\PD_31_t1_l1.png,PD,31,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_31_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_31_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_31_t2_l2.png,malaysian_manual_lines — kopia\PD_31_t2_l2.png,PD,31,manual_lines_annotations,2,2.0,baru milik bapa,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_34_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_34_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_34_t1_l1.png,malaysian_manual_lines — kopia\PD_34_t1_l1.png,PD,34,manual_lines_annotations,1,1.0,Bju itu baru di oleh emak,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_36_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_36_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_36_t3_l1.png,malaysian_manual_lines — kopia\PD_36_t3_l1.png,PD,36,manual_lines_annotations,3,1.0,Saya suk bermain basikal pada waktu lap,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_37_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_37_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_37_t1_l1.png,malaysian_manual_lines — kopia\PD_37_t1_l1.png,PD,37,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_38_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_38_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_38_t2_l1.png,malaysian_manual_lines — kopia\PD_38_t2_l1.png,PD,38,manual_lines_annotations,2,1.0,Burng itu beram di balam sangkar,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_38_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_38_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_38_t2_l2.png,malaysian_manual_lines — kopia\PD_38_t2_l2.png,PD,38,manual_lines_annotations,2,2.0,Sangkar baru itu milik bapa,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_39_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_39_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_39_t3_l1.png,malaysian_manual_lines — kopia\PD_39_t3_l1.png,PD,39,manual_lines_annotations,3,1.0,Saya suka bermain bermain basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,PD_39_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_39_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\PD_39_t3_l3.png,malaysian_manual_lines — kopia\PD_39_t3_l3.png,PD,39,manual_lines_annotations,3,3.0,oleh aya saya. Roda basikal bberwana,1,ok
